RecordNumber	Tags	Indicators	Content	
73	880	30	$6246-03$aشرح جامع الترمذي
73	880	\\	$6250-04$aالطبعة 2.
73	880	\\	$6260-05$aالمدينة المنورة :$bالمكتبة السلفية،$c[1963-67]
73	880	10	$6600-06$aترمذي، محمد بن عيسى،$d-892.$tجامع الصحيح.
73	880	1\	$6700-07$aعبد اللطيف، عبد الوهاب.
73	880	1\	$6700-08$aعثمان، عبد الرحمن محمد.
73	880	12	$6700-09$aترمذي، محمد بن عيسى،$d-892.$tجامع الصحيح.
73	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
73	999	\\	$iNjP_2767266$o(OCoLC)ocm23499797$sprinceton_aco003804:v.9$sprinceton_aco003804:v.9
			
74	LDR		02012nam a2200421Mi 4500
74	001		2787869
74	003		NjP
74	006		m\\\\\\\\d\\\\\\\\
74	007		cr\cn\|||m|||a
74	008		200430s1945\\\\ua\\\\\\o\\\\\000\0\ararc
74	040	\\	$aZYU$bara$erda$cZYU
74	043	\\	$af-sj---
74	050	\4	$aDT156.7$b.H36 1945
74	100	1\	$6880-01$aḤamāmṣī, Jalāl al-Dīn,$d1912-
74	245	10	$6880-02$aMādhā fī al-Sūdān? /$cbi-qalam Jalāl al-Dīn al-Ḥamāmsī.
74	260	\\	$6880-03$a[al-Qāhirah] :$b[Dār al-Maʻārif],$c[1945]
74	300	\\	$aonline resource (203 pages)
74	336	\\	$atext$2rdacontent
74	337	\\	$acomputer$2rdamedia
74	338	\\	$aonline resource$2rdacarrier
74	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
74	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
74	651	\0	$aSudan$xHistory$y1899-1956.
74	651	\0	$aSudan$xPolitics and government$y1899-1956.
74	650	\7	$aPolitics and government$2fast$0(OCoLC)fst01919741
74	651	\7	$aSudan.$2fast$0(OCoLC)fst01204591
74	648	\7	$a1899-1956$2fast
74	655	\7	$aHistory.$2fast$0(OCoLC)fst01411628
74	710	2\	$aPrinceton University.$bLibrary.
74	730	0\	$aArabic Collections Online.
74	776	08	$iOnline version:$aḤamāmṣī, Jalāl al-Dīn, 1912-$tMādhā fī al-Sūdān?$d[al-Qāhirah: Dār al-Maʻārif, 1945]$w(OCoLC)654715690
74	776	08	$iPrint version:$aḤamāmṣī, Jalāl al-Dīn, 1912-$tMādhā fī al-Sūdān?$w(NjP)2787869$w(OCoLC)42862586
74	856	40	$uhttp://hdl.handle.net/2333.1/2ngf2556 
74	880	1\	$6100-01$aحمامصى، جلال الدين،$d1912-
74	880	10	$6245-02$aماذا فى السودان /$cبقلم جلال الدين الحمامصى.
74	880	\\	$6260-03$a[القاهرة] :$b[دار المعارف]،$c[1945]
74	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
74	999	\\	$iNjP_2787869$o(OCoLC)ocm42862586$sprinceton_aco002271$sprinceton_aco002271
			
75	LDR		02113nam a2200397Mi 4500
75	001		2758329
75	003		NjP
75	006		m\\\\\\\\d\\\\\\\\
75	007		cr\cn\|||m|||a
75	008		200430m19631964iq\b\\\\ob\\\\000\0\arar\
75	040	\\	$aZYU$bara$erda$cZYU
75	043	\\	$aa-iq---
75	050	00	$aHG1555$b.J3
75	100	1\	$6880-01$aJāsim, Muḥammad ʻAlī Riḍā.
75	245	13	$6880-02$aal-Iʼtimān wa-al-ṣayrafah fī al-ʻIrāq al-qadīm /$c[taʼlīf] Muḥammad ʻAlī Riḍā al-Jāsim.
75	260	\\	$6880-03$aBaghdād :$bMat̄ābi Dār al-Taḍāmun,$c1963-1964.
75	300	\\	$aonline resource (125 pages) :$bfolded map
75	336	\\	$atext$2rdacontent
75	337	\\	$acomputer$2rdamedia
75	338	\\	$aonline resource$2rdacarrier
75	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
75	504	\\	$aIncludes bibliographical references (pages 123-125).
75	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
75	650	\0	$aBanks and banking$zIraq.
75	650	\7	$aBanks and banking.$2fast$0(OCoLC)fst00826867
75	651	\7	$aIraq.$2fast$0(OCoLC)fst01205757
75	710	2\	$aPrinceton University.$bLibrary.
75	730	0\	$aArabic Collections Online.
75	776	08	$iOnline version:$aJāsim, Muḥammad ʻAlī Riḍā.$tIʼtimām wa-al-ṣayrafah fī al-ʻIrāq al-qadīm.$dBaghdād, Mat̄ābi Dār al-Taḍāmun, 1963-64$w(OCoLC)551442356
75	776	08	$iPrint version:$aJāsim, Muḥammad ʻAlī Riḍā.$tal-Iʼtimān wa-al-ṣayrafah fī al-ʻIrāq al-qadīm$w(NjP)2758329$w(DLC)ne 67000399 $w(OCoLC)21743926
75	856	40	$uhttp://hdl.handle.net/2333.1/pnvx0w0p 
75	880	1\	$6100-01$aجاسم، محمد علي رضا.
75	880	12	$6245-02$aالائتمان والصيرفة في العراق القديم  /$c[تأليف] محمد علي رضا الجاسم.
75	880	\\	$6260-03$aبغداد :$bمطابع دار التضامن،$c1963-1964.
75	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
75	999	\\	$iNjP_2758329$o(OCoLC)ocm21743926$sprinceton_aco002009$e(ERROR-880)$sprinceton_aco002009
			
76	LDR		02159nam a2200421Mi 4500
76	001		1689487
76	003		NjP
76	006		m\\\\\\\\d\\\\\\\\
76	007		cr\cn\|||m|||a
76	008		200430s1970\\\\iq\\\\\\ob\\\\000\0\ara\\
76	040	\\	$aZYU$bara$erda$cZYU
76	043	\\	$aaw-----$aff-----$ae-sp---
76	050	\4	$aDS38.5$bR381
76	100	1\	$6880-01$aRāwī, Thābit Ismāʻīl.
76	245	10	$6880-02$aTārīkh al-Dawlah al-ʻArabīyyah :$bKhilāfat al-Rashīdin w-al-Umuwiyīn /$ctaʼlīf Thābit Ismāʻīl al-Rāwī.
76	250	\\	$6880-03$a[al-Ṭabʻah 1].
76	260	\\	$6880-04$aBaghdād :$bMaṭbaʻat al-Irshād,$c1970.
76	300	\\	$aonline resource (3,244 pages)
76	336	\\	$atext$2rdacontent
76	337	\\	$acomputer$2rdamedia
76	338	\\	$aonline resource$2rdacarrier
76	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
76	504	\\	$aIncludes bibliographical references.
76	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
76	651	\0	$aIslamic Empire$xHistory.
76	651	\7	$aIslamic Empire.$2fast$0(OCoLC)fst01244134
76	655	\7	$aHistory.$2fast$0(OCoLC)fst01411628
76	710	2\	$aPrinceton University.$bLibrary.
76	730	0\	$aArabic Collections Online.
76	776	08	$iOnline version:$aRāwī, Thābit Ismāʻīl.$tTārīkh al-Dawlah al-ʻArabīyyah.$b[al-Ṭabʻah 1].$dBaghdād : Maṭbaʻat al-Irshād, 1970$w(OCoLC)609900881
76	776	08	$iPrint version:$aRāwī, Thābit Ismāʻīl.$tTārīkh al-Dawlah al-ʻArabīyyah$w(NjP)1689487$w(DLC)   71282412 $w(OCoLC)30494645
76	856	40	$uhttp://hdl.handle.net/2333.1/8kprrfk4 
76	880	1\	$6100-01$aراوي، ثابت إسماعيل.
76	880	10	$6245-02$aتاريخ الدولة العربية :$bخلافة الراشدين والأموين /$cتأليف ثابت إسماعيل الراوي.
76	880	\\	$6250-03$a[الطبعة 1].
76	880	\\	$6260-04$aبغداد :$bمطبعة الإرشاد،$c١٩٧٠.
76	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
76	999	\\	$iNjP_1689487$o(OCoLC)ocm30494645$sprinceton_aco002530$e(ERROR-880)$sprinceton_aco002530
			
77	LDR		03068nam a2200505Mi 4500
77	001		614544
77	003		NjP
77	006		m\\\\\\\\d\\\\\\\\
77	007		cr\cn\|||m|||a
77	008		200430s1989\\\\ir\ah\\\ob\\\\001\0\ara\d
77	040	\\	$aZYU$bara$erda$cZYU
77	050	\4	$aBP80.A275$bM88 1990
77	100	1\	$6880-01$aIbn Maʻadd, Fakhār,$d-1232 or 1233.
77	240	10	$6880-02$aḤujjah ʻalá al-dhāhib ilá takfīr Abī Ṭālib 
77	245	10	$6880-03$aĪmān Abī Ṭālib :$bal-maʻrūf bi-kitāb al-Ḥujjah ʻalá al-dhāhib ilá takfīr Abī Ṭālib /$ctaʼlīf Shams al-Dīn Abī ʻAlī Fakhār ibn Maʻadd al-Mūsawī ; taḥqīq al-Sayyid Muḥammad Baḥr al-ʻUlūm.
77	246	30	$6880-04$aKitab al-Ḥujjah ʻalá al-dhāhib ilá takfīr Abī Ṭālib 
77	250	\\	$6880-05$aal-Ṭabʻah 1.
77	260	\\	$6880-06$aQum :$bIntishārāt Sayyid al-Shuhadāʼ,$c1410 [1989 or 1990]
77	300	\\	$aonline resource (441 pages) :$bfacsimiles
77	336	\\	$atext$2rdacontent
77	337	\\	$acomputer$2rdamedia
77	338	\\	$aonline resource$2rdacarrier
77	500	\\	$aIncludes indexes.
77	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
77	504	\\	$aIncludes bibliographical references.
77	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
77	600	00	$6880-07$aʻAlī ibn Abī Ṭālib,$cCaliph,$dapproximately 600-661.
77	600	07	$aʻAlī ibn Abī Ṭālib,$cCaliph,$dapproximately 600-661.$2fast$0(OCoLC)fst01804105
77	700	1\	$6880-08$aBaḥr al-ʻUlūm, Muḥammad Ṣādiq.
77	710	2\	$aPrinceton University.$bLibrary.
77	730	0\	$aArabic Collections Online.
77	740	0\	$6880-09$aḤujjah ʻalá al-dhāhib ilá takfīr Abī Ṭālib.
77	776	08	$iPrint version:$aIbn Maʻadd, Fakhār, -1232 or 1233.$tĪmān Abī Ṭālib$w(NjP)614544$w(OCoLC)79619824
77	856	40	$uhttp://hdl.handle.net/2333.1/7d7wmcw1 
77	880	1\	$6100-01$aإبن معد، فخار،$d-1232 or 1233.
77	880	10	$6240-02$aحجة على الذاهب الى تكفير أبي طالب
77	880	10	$6245-03$aإيمان أبي طالب :$bالمعروف بكتاب الحجة على الذاهب الى تكفير أبي طالب /$cتأليف شمس الدين أبي علي فخار بن معد الموسوي ؛ تحقيق السيد محمد بحر العلوم.
77	880	30	$6246-04$aكتاب الحجة على الذاهب إلى تكفير أبي طالب
77	880	\\	$6250-05$aالطبعة الأولى.
77	880	\\	$6260-06$aقم :$bمطبعة سيد الشهداء،$c1410 [1989 or 1990].
77	880	04	$6600-07$aأبو طالب عبد مناف بن عبد المطلب،,$dapproximately 540-approximately 619.
77	880	1\	$6700-08$aبحر العلوم، محمد صادق.
77	880	0\	$6740-09$aحجة على الذاهب الى تكفير ابي طالب.
77	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
77	999	\\	$iNjP_614544$o(OCoLC)ocm79619824$sprinceton_aco003126$e(ERROR-880)$sprinceton_aco003126
			
78	LDR		02171nam a2200445Mi 4500
78	001		1027659
78	003		NjP
78	006		m\\\\\\\\d\\\\\\\\
78	007		cr\cn\|||m|||a
78	008		200430s1990\\\\ir\\\\\\ob\\\\000\0bara\d
78	040	\\	$aZYU$bara$erda$cZYU
78	050	14	$aBP193.2.A3$bM823 1990
78	100	1\	$6880-01$aMudarrisī, Muḥammad Taqī.
78	245	13	$6880-02$aal-Imām al-Hādī, ʻalayhi al-salām, qudwah wa-uswah /$c[Muḥammad Taqī al-Mudarrisī].
78	246	3\	$6880-03$aImām al-Hādī (ʻA) qudwah wa-uswah
78	250	\\	$6880-04$aal-Ṭabʻah 1.
78	260	\\	$6880-05$a[Iran] :$bMaktab al-al-ʻAllāmah al-Mudarrisī,$c1410 [1990]
78	300	\\	$aonline resource (71 pages)
78	336	\\	$atext$2rdacontent
78	337	\\	$acomputer$2rdamedia
78	338	\\	$aonline resource$2rdacarrier
78	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
78	504	\\	$aIncludes bibliographical references.
78	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
78	600	00	$aʻAlī al-Hādī,$d828?-868.
78	650	\0	$aImams (Shiites)$vBiography.
78	600	07	$aʻAlī al-Hādī,$d828?-868$2fast$0(OCoLC)fst00172258
78	650	\7	$aImams (Shiites)$2fast$0(OCoLC)fst00967650
78	655	\7	$aBiographies.$2fast$0(OCoLC)fst01919896
78	710	2\	$aPrinceton University.$bLibrary.
78	730	0\	$aArabic Collections Online.
78	776	08	$iPrint version:$aMudarrisī, Muḥammad Taqī.$tal-Imām al-Hādī, ʻalayhi al-salām, qudwah wa-uswah$w(NjP)1027659$w(OCoLC)34094859
78	856	40	$uhttp://hdl.handle.net/2333.1/wpzgn33q 
78	880	1\	$6100-01$aمدرسي، محمد تقي.
78	880	12	$6245-02$aالامام الهادي، عليه السلام، قدوة واسوة /$c[محمد تقي المدرسي].
78	880	3\	$6246-03$aامام الهادي (ع) قدوة واسوة
78	880	\\	$6250-04$aالطبعة 1.
78	880	\\	$6260-05$a[ايران] :$bمكتب اللعلامة المدرسي،$c1410 [1990]  
78	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
78	999	\\	$iNjP_1027659$o(OCoLC)ocm34094859$sprinceton_aco003257$e(ERROR-880)$sprinceton_aco003257
			
79	LDR		01456nam a2200349Mi 4500
79	001		146431
79	003		NjP
79	006		m\\\\\\\\d\\\\\\\\
79	007		cr\cn\|||m|||a
79	008		200430s1947\\\\sy\a\\\\o\\\\\000\0cara\d
79	040	\\	$aZYU$bara$erda$cZYU
79	043	\\	$aa-sy---
79	050	14	$aDS99.J39
79	245	03	$6880-01$aal-Baʻth al-iṣlāḥī fī al-Jazīrah.
79	260	\\	$6880-02$aḤalab :$bMaṭbaʻat al-maʻārif,$c[1947?]
79	300	\\	$aonline resource (100 pages) :$billustrations
79	336	\\	$atext$2rdacontent
79	337	\\	$acomputer$2rdamedia
79	338	\\	$aonline resource$2rdacarrier
79	500	\\	$aCover title.
79	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
79	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
79	651	\0	$aJazīrah (Syria)$vBiography.
79	655	\7	$aBiographies.$2fast$0(OCoLC)fst01919896
79	710	2\	$aPrinceton University.$bLibrary.
79	730	0\	$aArabic Collections Online.
79	776	08	$iPrint version:$tal-Baʻth al-iṣlāḥī fī al-Jazīrah$w(NjP)146431$w(OCoLC)80633871
79	856	40	$uhttp://hdl.handle.net/2333.1/9cnp5tc8 
79	880	02	$6245-01$aالبعث الإصلاحي في الجزيرة.
79	880	\\	$6260-02$aحلب :$bمطبعة المعارف،$c[1947?]
79	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
79	999	\\	$iNjP_146431$o(OCoLC)ocm80633871$sprinceton_aco003798:$sprinceton_aco003798:
			
80	LDR		02151nam a2200421Mi 4500
80	001		777904
80	003		NjP
80	006		m\\\\\\\\d\\\\\\\\
80	007		cr\cn\|||m|||a
80	008		200430m19619999su\c\\\\o\\\\\000\0\arard
80	040	\\	$aZYU$bara$erda$cZYU
80	050	\4	$aPJ8000$b.A32 1961
80	245	00	$6880-01$aAḍwāʼ al-nujūm min ashʻār al-Buqūm /$cjamʻ wa-tartīb wa-taqdīm Ḥusayn ibn ʻĀʼiḍ al-Rājiḥī al-Baqmī.
80	250	\\	$6880-02$aal-Ṭabʻah 1.
80	260	\\	$6880-03$aMakkah al-Mukarramah :$bDār al-Thaqāfah,$c1961-
80	300	\\	$aonline resource (volumes) :$bportraits
80	336	\\	$atext$2rdacontent
80	337	\\	$acomputer$2rdamedia
80	338	\\	$aonline resource$2rdacarrier
80	500	\\	$a""Mukhtārāt min al-ashʻār al-Nabaṭīyah fī kathīr min al-aghrāḍ al-adabīyah . taṣifu ḥayāt al-bādiyah min ḥaythu al-shakl wa-al-ʻarḍ.""
80	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
80	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
80	650	\0	$aArabic poetry$y20th century.
80	650	\0	$aFolk poetry, Arabic.
80	650	\7	$aArabic poetry.$2fast$0(OCoLC)fst00812533
80	650	\7	$aFolk poetry, Arabic.$2fast$0(OCoLC)fst00929431
80	648	\7	$a1900-1999$2fast
80	700	1\	$6880-04$aBaqmī, Ḥusayn ibn ʻĀʼiḍ al-Rājiḥī.
80	710	2\	$aPrinceton University.$bLibrary.
80	730	0\	$aArabic Collections Online.
80	776	08	$iPrint version:$tAḍwāʼ al-nujūm min ashʻār al-Buqūm$w(NjP)777904$w(OCoLC)27274391
80	856	40	$uhttp://hdl.handle.net/2333.1/4b8gttg2 
80	880	00	$6245-01$aاضواء النجوم من أشعار البقوم /$cحمع وترتيب وتقديم حسين بن عائض الراجحي البقمي.
80	880	\\	$6250-02$aالطبعة ١.
80	880	\\	$6260-03$aمكة المكرمة :$bدار الثقافة،$c-١٩٦١
80	880	0\	$6700-04$aحسين بن عائض الراجحي البقمي.
80	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
80	999	\\	$iNjP_777904$o(OCoLC)ocm27274391$sprinceton_aco004011:$sprinceton_aco004011:
			
81	LDR		01752nam a2200397Mi 4500
81	001		462125
81	003		NjP
81	006		m\\\\\\\\d\\\\\\\\
81	007		cr\cn\|||m|||a
81	008		200430s1960\\\\sy\ab\\\o\\\\\000\0\ara\d
81	040	\\	$aZYU$bara$erda$cZYU
81	043	\\	$aa-iq---
81	050	\4	$aDS70.9$b.I727 1960
81	245	03	$6880-01$aal-ʻIrāq al-thāʼir.
81	260	\\	$6880-02$a[Damascus] :$bManshūrāt al-Farʻ al-Thaqāfī al-ʻAskarī,$c[1960?]
81	300	\\	$aonline resource (113 pages) :$billustrations, maps
81	336	\\	$atext$2rdacontent
81	337	\\	$acomputer$2rdamedia
81	338	\\	$aonline resource$2rdacarrier
81	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
81	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
81	651	\0	$aIraq$xHistory.
81	651	\0	$aIraq$xHistory$yHashemite Kingdom, 1921-1958.
81	651	\0	$aIraq$xHistory$y1958-
81	651	\7	$aIraq.$2fast$0(OCoLC)fst01205757
81	648	\7	$aSince 1921$2fast
81	655	\7	$aHistory.$2fast$0(OCoLC)fst01411628
81	710	2\	$aPrinceton University.$bLibrary.
81	730	0\	$aArabic Collections Online.
81	776	08	$iOnline version:$tʻIrāq al-thāʼir.$d[Damascus] : Manshūrāt al-Farʻ al-Thaqāfī al-ʻAskarī, [1960?]$w(OCoLC)657144225
81	776	08	$iPrint version:$tal-ʻIrāq al-thāʼir$w(NjP)462125$w(OCoLC)503337673
81	856	40	$uhttp://hdl.handle.net/2333.1/t76hf1z6 
81	880	02	$6245-01$aالعراق الثائر.
81	880	\\	$6260-02$a[دمشق] :$bمنشورات الفرع الثقافي العسكري،$c[1960؟]
81	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
81	999	\\	$iNjP_462125$o(OCoLC)ocn503337673$sprinceton_aco002162$sprinceton_aco002162
			
82	LDR		02684nam a2200493Mi 4500
82	001		1564402
82	003		NjP
82	006		m\\\\\\\\d\\\\\\\\
82	007		cr\cn\|||m|||a
82	008		200430s1970\\\\iq\\\\\\ob\\\\000\0\arar\
82	040	\\	$aZYU$bara$erda$cZYU
82	050	00	$aBP88.I24$bA68
82	082	0\	$a892.7834$222
82	100	1\	$6880-01$aIbn Bābawayh al-Qummī, Muḥammad ibn ʻAlī,$d918 or 919-991 or 992.
82	240	10	$6880-02$aAmālī
82	245	10	$6880-03$aAmālī al-Ṣadūq /$cli-Abī Jaʻfar al-Ṣadūq Muḥammad ibn ʻAlī ibn al-Husayn ibn Babawayh al-Qummī ; qaddam lahu Muḥammad Mahdī Ḥasan al-Mūsuwī al-Kharsān.
82	260	\\	$6880-04$aal-Najaf :$bal-Miṭbaʻah al-Ḥaydarīyah,$c1970.
82	300	\\	$aonline resource (48, 615 pages)
82	336	\\	$atext$2rdacontent
82	337	\\	$acomputer$2rdamedia
82	338	\\	$aonline resource$2rdacarrier
82	500	\\	$aKnown also under title: ʻArḍ al-majalis or al-majalis.
82	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
82	504	\\	$aIncludes bibliographical references.
82	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
82	650	\0	$aShiite literature.
82	650	\7	$aShiite literature.$2fast$0(OCoLC)fst01115967
82	700	1\	$6880-05$aKharsān, Ḥasan al-Mūsawī.
82	710	2\	$aPrinceton University.$bLibrary.
82	730	0\	$aArabic Collections Online.
82	740	0\	$6880-06$aʻArḍ al-majālis.
82	740	0\	$6880-07$aMajālis.
82	776	08	$iOnline version:$aIbn Bābawayh al-Qummī, Muḥammad ibn ʻAlī, 918 or 19-991 or 2.$sAmālī.$tAmālī al-Ṣadūq.$dal-Najaf : al-Miṭbaʻah al-Ḥaydarīyah, 1970$w(OCoLC)588824890
82	776	08	$iPrint version:$aIbn Bābawayh al-Qummī, Muḥammad ibn ʻAlī, 918 or 919-991 or 992.$tAmālī al-Ṣadūq$w(NjP)1564402$w(DLC)  74962187 $w(OCoLC)7669158
82	856	40	$uhttp://hdl.handle.net/2333.1/k6djhmkv 
82	880	1\	$6100-01$aابن بابويه القمي، محمد بن علي،,$d918 or 919-991 or 992.
82	880	10	$6240-02$aأمالي
82	880	10	$6245-03$aأمالي الصدوق /$cلأبي جعفر الصدوق محمد بن علي بن الحسين بن بابويه القمي ؛ قدم له محمد مهدي حسن الموسوي الخرسان.
82	880	\\	$6260-04$aالنجف :$bالمطبعة الحيدرية،$c1970.
82	880	1\	$6700-05$aخرسان، حسن الموسوي.
82	880	0\	$6740-06$aعرض المجالس.
82	880	0\	$6740-07$aمجالس.
82	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
82	999	\\	$iNjP_1564402$o(OCoLC)ocm07669158$sprinceton_aco003898:$sprinceton_aco003898:
			
83	LDR		03264nam a2200505Mi 4500
83	001		460621
83	003		NjP
83	006		m\\\\\\\\d\\\\\\\\
83	007		cr\cn\|||m|||a
83	008		200430s1986\\\\ir\\\\\\ob\\\\001\0\arard
83	040	\\	$aZYU$bara$erda$cZYU
83	050	\4	$aK40.M6$bS535 1986
83	100	1\	$6880-01$aShahīd al-Thānī, Zayn al-Dīn ibn ʻAlī,$d1506-1559.
83	245	10	$6880-02$aMusakkin al-fuʼād ʻinda faqd al-aḥibbah wa-al-awlād /$ctaʼlīf al-Shahīd al-Thānī Zayn al-Dīn ʻAlī ibn Aḥmad al-Jabʻī al-ʻĀmilī ; taḥqiq Muʼassasat Āl al-Bayt li-Iḥyāʼ al-Turāth.
83	250	\\	$6880-03$aal-Ṭabʻah 1.
83	260	\\	$6880-04$aQum :$bMuʼassasat Āl al-Bayt li-Iḥyāʼ al-Turāth,$c1407 [1986 or 1987]
83	300	\\	$aonline resource (160 pages)
83	336	\\	$atext$2rdacontent
83	337	\\	$acomputer$2rdamedia
83	338	\\	$aonline resource$2rdacarrier
83	490	1\	$6880-05$aSilsilat maṣādir Biḥār al-anwār ;$v2
83	490	1\	$6880-06$aMuʼassasat Āl al-Bayt li-Iḥyāʼ al-Turāth ;$v37
83	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
83	504	\\	$aIncludes bibliographical references (pages 152-158) and indexes.
83	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
83	650	\0	$aMuslim children$xDeath.
83	650	\0	$aDeath$xReligious aspects$xIslam.
83	650	\7	$aDeath$xReligious aspects$xIslam.$2fast$0(OCoLC)fst00888666
83	710	2\	$aPrinceton University.$bLibrary.
83	730	0\	$aArabic Collections Online.
83	776	08	$iOnline version:$aShahīd al-Thānī, Zayn al-Dīn ibn ʻAlī, 1506-1559.$tMusakkin al-fuʼād ʻinda faqd al-aḥibbah wa-al-awlād.$bal-Ṭabʻah 1.$dQum : Muʼassasat Āl al-Bayt li-Iḥyāʼ al-Turāth, 1407 [1986 or 1987]$w(OCoLC)639351870
83	776	08	$iPrint version:$aShahīd al-Thānī, Zayn al-Dīn ibn ʻAlī, 1506-1559.$tMusakkin al-fuʼād ʻinda faqd al-aḥibbah wa-al-awlād$w(NjP)460621$w(DLC)   89930190 $w(OCoLC)25688399
83	830	\0	$6880-07$aSilsilat maṣādir Biḥār al-anwār ;$v2.
83	830	\0	$6880-08$aMuʼassasat Āl al-Bayt li-Iḥyāʼ al-Turāth (Series) ;$v37.
83	856	40	$uhttp://hdl.handle.net/2333.1/cnp5j11n 
83	880	1\	$6100-01$aشهيد الثاني، زين الدين بن علي،$d1506-1559.
83	880	10	$6245-02$aمسكن الفؤاد عند فقد الاحبة والاولاد /$cتأليف الشهيد الثاني زين الدين علي بن احمد الجبعي العاملي ؛ تحقق مؤسسة آل البيت لااحياء التراث.
83	880	\\	$6250-03$aالطبعة 1.
83	880	\\	$6260-04$aقم :$bمؤسسة آل البيت لاحياء التراث،$c1407 [1986 or 1987]
83	880	1\	$6490-05$aسلسلة مصادر بحار الانوار ؛$v2
83	880	1\	$6490-06$aمؤسسة آل البيت لاحياء التراث ؛$v37
83	880	\0	$6830-07$aسلسلة مصادر بحار الانوار ؛$v2.
83	880	\0	$6830-08$aمؤسسة آل البيت لااحياء التراث (سلسلة( ؛$v37.
83	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
83	999	\\	$iNjP_460621$o(OCoLC)ocm25688399$sprinceton_aco003943:$e(ERROR-880)$sprinceton_aco003943:
			
84	LDR		02153nam a2200397Mi 4500
84	001		442126
84	003		NjP
84	006		m\\\\\\\\d\\\\\\\\
84	007		cr\cn\|||m|||a
84	008		200430s1985\\\\ir\a\\\\o\\\\\000\0\ara\d
84	040	\\	$aZYU$bara$erda$cZYU
84	043	\\	$aa-ir---
84	050	\4	$aHD9715$b.L353 1985
84	245	00	$6880-01$aLamḥah ʻan Jihād al-Bināʼ /$ciʻdād Qism al-ʻAlāqāt al-Dawlīyah fī Jihād al-Bināʼ.
84	250	\\	$6880-02$aal-Ṭabʻah 1.
84	260	\\	$6880-03$a[Tehran] :$bal-Lajnah al-ʻUlyá li-Iḥtifālāt al-Dhikrá al-Sādisah li-Intiṣār al-Thawrah al-Islāmīyah fī Īrān,$c1985.
84	300	\\	$aonline resource (142 pages) :$bcolor illustrations
84	336	\\	$atext$2rdacontent
84	337	\\	$acomputer$2rdamedia
84	338	\\	$aonline resource$2rdacarrier
84	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
84	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
84	650	\0	$aConstruction industry$xGovernment ownership$zIran.
84	650	\7	$aConstruction industry$xGovernment ownership.$2fast$0(OCoLC)fst00876036
84	651	\7	$aIran.$2fast$0(OCoLC)fst01204889
84	710	2\	$6880-04$aIran.$bJihād al-Bināʼ.$bQism al-ʻAlāqāt al-Dawlīyah.
84	710	2\	$aPrinceton University.$bLibrary.
84	730	0\	$aArabic Collections Online.
84	776	08	$iPrint version:$tLamḥah ʻan Jihād al-Bināʼ$w(NjP)442126$w(OCoLC)25725274
84	856	40	$uhttp://hdl.handle.net/2333.1/pvmcvqc3 
84	880	00	$6245-01$aلمحة عن جهاد البناء /$cاعداد قسم العلاقات الدولية في جهاد البناء.
